0,0,0,0,0,0,0,0,0,0,0,0,0
-1.3323e-15,-8.8831e-16,0,-8.8493e-16,-4.3965e-16,-5.5511e-17,0,0,6.9439e-18,0,0,0,0
-8.7676e-16,-1.3323e-15,-9.992e-16,-8.8932e-16,-3.3307e-16,-1.6749e-16,-5.5466e-17,0,4.8572e-17,4.7301e-17,0,0,0
-1.9984e-15,-1.834e-06,-1.9494e-06,-1.3323e-15,-6.6613e-16,-1.6653e-16,-1.6653e-16,1.3878e-17,1.0479e-21,0,0,0,0
-5.449e-11,-7.7716e-16,-1.2212e-15,-6.6613e-16,-3.3307e-16,-2.776e-16,-5.5519e-17,0,0,0,0,0,0
-0.1534,-0.12044,-0.092351,-0.048874,-0.0040508,-1.6653e-16,-5.5511e-17,0,-2.7698e-16,3.7923e-17,0,0,0
-0.33522,-0.28367,-0.23837,-0.16376,-0.063695,-3.3307e-16,-5.5568e-17,-1.5088e-16,6.9446e-18,0,0,0,0
-0.43772,-0.37617,-0.32176,-0.23119,-0.10577,-3.3307e-16,-5.5511e-17,-1.9028e-16,6.9389e-18,1.3878e-17,0,0,0
-0.48776,-0.4214,-0.36262,-0.26444,-0.12725,-2.2204e-16,-5.5511e-17,-1.7622e-19,0,1.1544e-17,2.9392e-17,0,0
-0.51207,-0.4434,-0.38251,-0.28069,-0.13788,-3.3307e-16,-5.4855e-17,4.1738e-17,1.2904e-17,7.1156e-18,0,0,0
-0.52405,-0.45423,-0.39232,-0.28871,-0.14316,-3.3307e-16,-1.6702e-16,-2.0817e-16,-4.8954e-22,3.6141e-18,7.4278e-18,0,0
-0.52999,-0.45961,-0.39719,-0.29269,-0.14579,-1.0079e-12,-1.0079e-12,3.5845e-18,1.3862e-17,3.505e-18,0,0,0
-0.53295,-0.46229,-0.39961,-0.29467,-0.1471,-2.0585e-16,-5.5511e-17,0,2.7756e-17,3.2288e-17,0,0,0
